"DUF4585";	2	649	0.00308166409861
"Rad21_Rec8_N";	1	329	0.00303951367781
"CT47";	7	2503	0.00279664402717
"WSC";	1	359	0.00278551532033
"ABA_GPCR";	1	367	0.00272479564033
"Orexin";	1	370	0.0027027027027
"PGC7_Stella";	3	1122	0.00267379679144
"Tmemb_18A";	1	406	0.00246305418719
"GATA-N";	3	1327	0.00226073850791
"DUF1220";	29	18575	0.00156123822342
